nom,commune,proprietaire,gestionnaire,voieentree,voiesortie,avancement,typeparking,situation,parkingtempsreel,gabarit,capacite,capacite2rm,capacitevelo,capaciteautopartage,capacitepmr,usage,vocation,reglementation,fermeture,codetype,gid,gml_id,longitude,latitude
La Poste,GENAY,COMMUNE,COMMUNE,Rue de la Poste,Rue de la Poste,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,385,pvo_patrimoine_voirie.pvoparking.385,4.842288,45.89837699905728
Services techniques/Parc,GENAY,COMMUNE,COMMUNE,Rue des Mignotières,Rue des Mignotières,Existant,Poche de stationnement,En surface,0,2.0,19,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,114,pvo_patrimoine_voirie.pvoparking.114,4.841646,45.89589299905728
Cimetière,GENAY,COMMUNE,COMMUNE,Rue de la Grande Verchère,Rue de la Grande Verchère,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,384,pvo_patrimoine_voirie.pvoparking.384,4.849856,45.89818999905728
Péage,GENAY,APRR,APRR,Route de Trévoux,Route de Trévoux,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,115,pvo_patrimoine_voirie.pvoparking.115,4.818251,45.899750999057275
Eglise,GENAY,APRR,APRR,Place de Verdun,Place de Verdun,Existant,Poche de stationnement,En surface,0,2.0,4,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,116,pvo_patrimoine_voirie.pvoparking.116,4.841904,45.89722499905727
Allée du Rhône,FEYZIN,COMMUNE,COMMUNE,Allée du Rhône,Allée du Rhône,Existant,Poche de stationnement,En surface,0,2.0,27,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,722,pvo_patrimoine_voirie.pvoparking.722,4.848647,45.66599899905705
Ecole G. Brassens,FEYZIN,COMMUNE,COMMUNE,Rue Jean Bouin,Rue Jean Bouin,Existant,Poche de stationnement,En surface,0,2.0,44,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,240,pvo_patrimoine_voirie.pvoparking.240,4.846244,45.66669799905705
Place Carré Brûlé,FEYZIN,GRAND LYON,GRAND LYON,Allée Jean Moulin,Allée Jean Moulin,Existant,Poche de stationnement,En surface,0,3.0,23,0,6,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,724,pvo_patrimoine_voirie.pvoparking.724,4.85713,45.669401999057065
Les Maures,FEYZIN,GRAND LYON,GRAND LYON,Rue des Maures,Rue des Maures,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,725,pvo_patrimoine_voirie.pvoparking.725,4.857367,45.66365899905707
Victor Hugo,FEYZIN,GRAND LYON,GRAND LYON,Rue Victor Hugo,Rue Victor Hugo,Existant,Poche de stationnement,En surface,0,2.0,4,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,726,pvo_patrimoine_voirie.pvoparking.726,4.861863,45.674954999057064
COSEC,FEYZIN,COMMUNE,COMMUNE,Chemin sous le Fort,Chemin sous le Fort,Existant,Poche de stationnement,En surface,0,2.0,54,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,728,pvo_patrimoine_voirie.pvoparking.728,4.861727,45.670538999057065
Vernay,FEYZIN,GRAND LYON,GRAND LYON,Rue du Vernay,Rue du Vernay,Existant,Poche de stationnement,En surface,0,2.0,4,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,729,pvo_patrimoine_voirie.pvoparking.729,4.854775,45.68071799905707
Espace Fleurieu,FLEURIEU-SUR-SAONE,COMMUNE,COMMUNE,Rue du Stade,Rue du Stade,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,417,pvo_patrimoine_voirie.pvoparking.417,4.845887,45.863449999057245
Rue du Perron,GENAY,GRAND LYON,GRAND LYON,Rue du Perron,Rue du Perron,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,117,pvo_patrimoine_voirie.pvoparking.117,4.835039,45.890539999057275
La Grande Charrière,GENAY,COMMUNE,COMMUNE,Rue de la Grande Charrière,Rue de la Grande Charrière,Existant,Poche de stationnement,En surface,0,2.0,4,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,118,pvo_patrimoine_voirie.pvoparking.118,4.832805,45.898019999057276
Proulieu,GENAY,GRAND LYON,GRAND LYON,Rue de Proulieu,Rue de Proulieu,Existant,Poche de stationnement,En surface,0,2.0,11,0,0,0,1,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,121,pvo_patrimoine_voirie.pvoparking.121,4.839571,45.90134699905728
Caserne,GENAY,GRAND LYON,GRAND LYON,Route de Saint-André de Corcy,Route de Saint-André de Corcy,Existant,Poche de stationnement,En surface,0,2.0,4,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,119,pvo_patrimoine_voirie.pvoparking.119,4.842352,45.89935299905728
La Gravière,SAINT-FONS,COMMUNE,COMMUNE,Rue René Fernandez,Rue René Fernandez,Existant,Poche de stationnement,En surface,0,2.5,41,0,0,0,2,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,327,pvo_patrimoine_voirie.pvoparking.327,4.856883,45.70415499905708
Roger Salengro,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Charles Plasse,Rue Charles Plasse,Existant,Poche de stationnement,En surface,0,2.0,20,0,12,0,2,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,326,pvo_patrimoine_voirie.pvoparking.326,4.852985,45.70906699905709
Paul Langevin,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Jules Guesde,Rue Jules Guesde,Existant,Poche de stationnement,En surface,0,2.0,35,0,8,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,325,pvo_patrimoine_voirie.pvoparking.325,4.852056,45.70836299905709
Ernest Renan,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Ernest Renan,Rue Ernest Renan,Existant,Poche de stationnement,En surface,0,2.5,17,0,0,0,1,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,324,pvo_patrimoine_voirie.pvoparking.324,4.854628,45.70647899905708
Pasteur,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Pasteur,Rue Pasteur,Existant,Poche de stationnement,En surface,0,2.5,19,0,0,0,1,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,48,pvo_patrimoine_voirie.pvoparking.48,4.856431,45.70585699905708
Madier de Montjau,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Madier de Montjau,Rue Madier de Montjau,Existant,Poche de stationnement,En surface,0,2.5,18,0,0,0,1,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,323,pvo_patrimoine_voirie.pvoparking.323,4.857912,45.7085529990571
Raspail,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Raspail/Rue Louis Blanc,Rue Raspail/Rue Louis Blanc,Existant,Poche de stationnement,En surface,0,2.5,83,0,0,0,3,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,322,pvo_patrimoine_voirie.pvoparking.322,4.856033,45.7091319990571
Platanes,SAINT-FONS,GRAND LYON,GRAND LYON,Rue des Platanes,Rue des Platanes,Existant,Poche de stationnement,En surface,0,2.0,70,0,6,0,2,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,371,pvo_patrimoine_voirie.pvoparking.371,4.854753,45.707663999057104
Platanes - sud,SAINT-FONS,GRAND LYON,GRAND LYON,Rue des Platanes,Rue des Platanes,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,0,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,372,pvo_patrimoine_voirie.pvoparking.372,4.854163,45.70760099905709
Platanes - sud (provisoire),SAINT-FONS,GRAND LYON,GRAND LYON,Rue des Platanes,Rue des Platanes,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,50,pvo_patrimoine_voirie.pvoparking.50,4.854797,45.70755599905709
Merle Rouge (ilot des Platanes),SAINT-FONS,COMMUNE,COMMUNE,Rue Gambetta,Rue Gambetta,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,49,pvo_patrimoine_voirie.pvoparking.49,4.853249,45.70785299905709
Police Municipale,SAINT-FONS,GRAND LYON,GRAND LYON,Avenue Charles de Gaulle,Avenue Charles de Gaulle,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,45,pvo_patrimoine_voirie.pvoparking.45,4.85221,45.710742999057096
Corneille,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Rue Corneille,Rue Corneille,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,198,pvo_patrimoine_voirie.pvoparking.198,4.84335,45.87246799905725
Curie,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Rue Curie,Rue Curie,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,199,pvo_patrimoine_voirie.pvoparking.199,4.84106,45.87620499905726
Centre Commercial Arsenal,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Robert Reynier,Rue Robert Reynier,Existant,Poche de stationnement,En surface,0,2.0,13,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,46,pvo_patrimoine_voirie.pvoparking.46,4.860928,45.7101709990571
Frison Roche,SAINT-FONS,COMMUNE,COMMUNE,Rue du Midi,Rue du Midi,Existant,Poche de stationnement,En surface,0,2.0,42,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,320,pvo_patrimoine_voirie.pvoparking.320,4.859574,45.689199999057074
Valence,SAINT-FONS,GRAND LYON,GRAND LYON,Rue de Valence,Rue de Valence,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,1,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,47,pvo_patrimoine_voirie.pvoparking.47,4.855748,45.69507099905708
Durel,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Paul Bert,Rue Marcellin Berthelot,Existant,Poche de stationnement,En surface,0,2.5,13,0,6,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,319,pvo_patrimoine_voirie.pvoparking.319,4.857028,45.70724899905708
Carnot,SAINT-FONS,GRAND LYON,GRAND LYON,R Vaillant Couturier/Casanova,R Vaillant Couturier/Casanova,Existant,Poche de stationnement,En surface,0,2.5,55,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,318,pvo_patrimoine_voirie.pvoparking.318,4.862195,45.70831599905709
Ecole Jean Guéhenno,SAINT-FONS,COMMUNE,COMMUNE,Rue de la Jachère,Rue de la Jachère,Existant,Poche de stationnement,En surface,0,2.0,46,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,208,pvo_patrimoine_voirie.pvoparking.208,4.85737,45.688755999057065
Dolet,SAINT-FONS,GRAND LYON,GRAND LYON,Rue Parmentier,Rue Parmentier,Existant,Poche de stationnement,En surface,0,2.0,17,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,332,pvo_patrimoine_voirie.pvoparking.332,4.858025,45.705544999057096
Place de Verdun,GENAY,GRAND LYON,GRAND LYON,Place de Verdun,Place de Verdun,Existant,Poche de stationnement,En surface,0,2.0,16,0,5,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,120,pvo_patrimoine_voirie.pvoparking.120,4.841419,45.89784799905729
La Source,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue Jean et Catherine Reynier,Rue Jean et Catherine Reynier,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,300,pvo_patrimoine_voirie.pvoparking.300,4.817746,45.81604899905719
Ancienne Source,SAINT-CYR-AU-MONT-D'OR,COMMUNE,COMMUNE,Rue Pasteur,Rue Pasteur,Existant,Poche de stationnement,En surface,0,2.0,29,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,299,pvo_patrimoine_voirie.pvoparking.299,4.818713,45.817015999057205
Vieilles Tours,SAINT-CYR-AU-MONT-D'OR,COMMUNE,COMMUNE,Rue des Ecoles,Rue des Ecoles,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,308,pvo_patrimoine_voirie.pvoparking.308,4.817916,45.81475599905718
La Croisée des Ormes,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Route de Lyon,Route de Lyon,Existant,Poche de stationnement,En surface,0,2.0,5,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,298,pvo_patrimoine_voirie.pvoparking.298,4.821364,45.8075769990572
Les Ormes,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Place Auguste Gouverne,Place Auguste Gouverne,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,243,pvo_patrimoine_voirie.pvoparking.243,4.82128,45.80665599905718
Jean Jaurès,SAINT-FONS,GRAND LYON,GRAND LYON,Avenue Jean Jaurès,Avenue Jean Jaurès,Existant,Poche de stationnement,En surface,0,2.5,46,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,51,pvo_patrimoine_voirie.pvoparking.51,4.855009,45.711169999057105
Ancien Collège,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Victor Hugo,Rue Victor Hugo,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,2,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,231,pvo_patrimoine_voirie.pvoparking.231,4.841658,45.87678799905725
Thirard,SAINT-FONS,GRAND LYON,GRAND LYON,Rue de la Tannerie,Rue Thirard,Existant,Poche de stationnement,En surface,0,2.5,11,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,52,pvo_patrimoine_voirie.pvoparking.52,4.859906,45.709735999057095
Fayolle,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Route de Saint Fortunat,Route de Saint Fortunat,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,242,pvo_patrimoine_voirie.pvoparking.242,4.819996,45.80201599905718
Place Lassalle,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Place Lassalle,Place Lassalle,Existant,Poche de stationnement,En surface,0,2.0,5,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,309,pvo_patrimoine_voirie.pvoparking.309,4.81432,45.8184069990572
Bibliothèque Jacques Brel,NEUVILLE-SUR-SAONE,GRAND LYON,COMMUNE,Place Villeroy,Place Villeroy,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,204,pvo_patrimoine_voirie.pvoparking.204,4.839575,45.875563999057256
Nymphée,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Loras Rey,Rue Loras Rey,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,205,pvo_patrimoine_voirie.pvoparking.205,4.838242,45.878316999057276
Poste,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Pierre Dugelay,Rue Pierre Dugelay,Existant,Poche de stationnement,En surface,0,2.0,29,0,0,0,2,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,209,pvo_patrimoine_voirie.pvoparking.209,4.841222,45.87497699905725
Saône,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Avenue Jean Christophe,Rond point de Saône,Existant,Aire de covoiturage,En surface,0,2.0,125,0,0,0,0,Horaire,Mixte,Gratuit,Ouvert 24h/24h,6,82,pvo_patrimoine_voirie.pvoparking.82,4.83823,45.877548999057254
Tatière,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Bossuet,Rue Bossuet,Existant,Poche de stationnement,En surface,0,2.0,31,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,210,pvo_patrimoine_voirie.pvoparking.210,4.842199,45.87096499905726
Verdun,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Rond point de Saône,Rue Rey Loras,Existant,Poche de stationnement,En surface,0,2.0,41,0,3,0,2,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,192,pvo_patrimoine_voirie.pvoparking.192,4.838649,45.87720299905726
Vimy,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Vimy,Rue Vimy,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,193,pvo_patrimoine_voirie.pvoparking.193,4.841434,45.875428999057256
Voute,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Place de la Voute,Place de la Voute,Existant,Poche de stationnement,En surface,0,2.0,55,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,194,pvo_patrimoine_voirie.pvoparking.194,4.841257,45.87781099905726
Boulodrome,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Chemin de l'Etang,Chemin de l'Etang,Existant,Poche de stationnement,En surface,0,2.1,50,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,195,pvo_patrimoine_voirie.pvoparking.195,4.850495,45.88553399905726
Avenue du 11 novembre,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Avenue du 11 novembre 1918,Avenue du 11 novembre 1918,Existant,Poche de stationnement,En surface,0,2.0,9,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,196,pvo_patrimoine_voirie.pvoparking.196,4.841972,45.874129999057246
Esplanade du Mont Cindre,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rte Mont Cindre/Rte des Crêtes,Rte Mont Cindre/Rte des Crêtes,Existant,Poche de stationnement,En surface,0,2.0,48,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,302,pvo_patrimoine_voirie.pvoparking.302,4.820448,45.8228729990572
Ermitage,SAINT-CYR-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Chemin de l'Ermitage,Chemin de l'Ermitage,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,301,pvo_patrimoine_voirie.pvoparking.301,4.819749,45.821693999057196
Place des Palabres,SAINT-FONS,GRAND LYON,GRAND LYON,Rue d'Avignon,Rue de la Rochette,Existant,Poche de stationnement,En surface,0,2.0,29,0,10,0,4,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,321,pvo_patrimoine_voirie.pvoparking.321,4.856254,45.694041999057085
Salle Joseph Chatain,COUZON-AU-MONT-D'OR,COMMUNE,COMMUNE,Avenue Général de Gaulle,Avenue Général de Gaulle,Existant,Poche de stationnement,En surface,0,2.0,9,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,1024,pvo_patrimoine_voirie.pvoparking.1024,4.831501,45.84558199905723
Georges Lyvet,COUZON-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Montée Georges Lyvet,Montée Georges Lyvet,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,718,pvo_patrimoine_voirie.pvoparking.718,4.82815,45.84548999905721
Ecole Maternelle Prévert,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Pierre Dupont,Rue Pierre Dupont,Existant,Poche de stationnement,En surface,0,2.0,43,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,200,pvo_patrimoine_voirie.pvoparking.200,4.843158,45.87350699905725
Gare,NEUVILLE-SUR-SAONE,SNCF/GD LYON/COMMUNE,GRAND LYON,Avenue Marie-Thérèse Prost,Avenue Marie-Thérèse Prost,Existant,Aire de covoiturage,En surface,0,2.1,140,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,201,pvo_patrimoine_voirie.pvoparking.201,4.841236,45.878496999057255
République,SAINT-FONS,COMMUNE,COMMUNE,Rue de la République,Rue de la République,Existant,Poche de stationnement,En surface,0,2.5,40,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,330,pvo_patrimoine_voirie.pvoparking.330,4.854651,45.7118429990571
Jacques,NEUVILLE-SUR-SAONE,COMMUNE,COMMUNE,Rue Jacques,Rue Jacques,Existant,Poche de stationnement,En surface,0,2.0,19,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,202,pvo_patrimoine_voirie.pvoparking.202,4.83963,45.87963299905726
Jean Christophe,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Avenue Jean Christophe,Avenue Jean Christophe,Existant,Poche de stationnement,En surface,0,2.0,100,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,206,pvo_patrimoine_voirie.pvoparking.206,4.836733,45.87932799905727
Charles de Gaulle,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Place Charles de Gaulle,Place Charles de Gaulle,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,207,pvo_patrimoine_voirie.pvoparking.207,4.837888,45.87814099905726
Lycée,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Rond point Pollet/Vosne,Rond point Pollet/Vosne,Existant,Poche de stationnement,En surface,0,2.0,95,0,0,0,6,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,203,pvo_patrimoine_voirie.pvoparking.203,4.848345,45.87646999905726
Mairie,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Rue Victor Hugo,Place de la Voute,Existant,Poche de stationnement,En surface,0,2.5,47,0,5,0,3,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,232,pvo_patrimoine_voirie.pvoparking.232,4.840244,45.87726099905725
Marché,NEUVILLE-SUR-SAONE,GRAND LYON,GRAND LYON,Quai Pasteur,Quai Pasteur,Existant,Poche de stationnement,En surface,0,2.0,222,0,0,0,2,Horaire,Commerciale,Payant,Marché,5,233,pvo_patrimoine_voirie.pvoparking.233,4.838349,45.87639299905725
Bois de la Lune,CHARBONNIERES-LES-BAINS,GRAND LYON,GRAND LYON,Chemin du Bois de la Lune,Chemin du Bois de la Lune,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,174,pvo_patrimoine_voirie.pvoparking.174,4.735474,45.78632499905716
La Poste,VERNAISON,COMMUNE,COMMUNE,Route de Givors,Route de Givors,Existant,Poche de stationnement,En surface,0,2.0,9,0,0,0,0,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,185,pvo_patrimoine_voirie.pvoparking.185,4.811279,45.64627499905704
Cimetière,VERNAISON,COMMUNE,COMMUNE,Rue du Cimetière,Rue du Cimetière,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,570,pvo_patrimoine_voirie.pvoparking.570,4.806363,45.64892899905705
Marius Dorée,VERNAISON,GRAND LYON,GRAND LYON,Rue Marion,Rue Marion,Existant,Poche de stationnement,En surface,0,2.0,22,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,186,pvo_patrimoine_voirie.pvoparking.186,4.812374,45.64806399905704
Port Perret,VERNAISON,COMMUNE,COMMUNE,Rue Port Perret,Rue Port Perret,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,187,pvo_patrimoine_voirie.pvoparking.187,4.816549,45.65046499905705
De Gaulle,VERNAISON,GRAND LYON,GRAND LYON,R. des Mariniers/Pl. du 11 nov,Place du 11 novembre 1918,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,1,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,374,pvo_patrimoine_voirie.pvoparking.374,4.812236,45.646645999057036
L'Aqueduc,CHAMPAGNE-AU-MONT-D'OR,GRAND LYON,GRAND LYON,Rue Jean-Marie Michel,Rue Jean-Marie Michel,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,170,pvo_patrimoine_voirie.pvoparking.170,4.791333,45.79387699905717
Les Sportifs,CHAMPAGNE-AU-MONT-D'OR,COMMUNE,COMMUNE,Chemin du Coulouvrier,Chemin du Coulouvrier,Existant,Poche de stationnement,En surface,0,2.0,29,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,171,pvo_patrimoine_voirie.pvoparking.171,4.779141,45.797115999057176
11 novembre,VERNAISON,GRAND LYON,GRAND LYON,Rue du Pont,Rue du Pont,Existant,Poche de stationnement,En surface,0,2.0,59,0,8,0,2,Libre,Commerciale,Gratuit,Marché,5,375,pvo_patrimoine_voirie.pvoparking.375,4.812769,45.64736099905704
Quai du Bassin,VERNAISON,CNR,CNR,R. du Pont/Croix Verte/Forge,Rue du Pont/Rue de la Forge,Existant,Aire de covoiturage,En surface,0,1.8,78,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,81,pvo_patrimoine_voirie.pvoparking.81,4.814382,45.64697799905704
Salle des Sports,VERNAISON,CNR,CNR,Quai du Bassin,Rue de la Forge,Existant,Poche de stationnement,En surface,0,1.8,30,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,183,pvo_patrimoine_voirie.pvoparking.183,4.816238,45.64845899905704
Square Cardinal,VERNAISON,COMMUNE,COMMUNE,Chemin du Pelet,Chemin du Pelet,Existant,Poche de stationnement,En surface,0,2.0,24,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,188,pvo_patrimoine_voirie.pvoparking.188,4.812732,45.652115999057045
Horloge,TASSIN-LA-DEMI-LUNE,SYTRAL,COMMUNE,Av. République/Mtée de Verdun,Montée de Verdun,Existant,Poche de stationnement,En surface,0,2.0,105,0,0,0,3,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,61,pvo_patrimoine_voirie.pvoparking.61,4.782929,45.763089999057144
Marché Bourg,TASSIN-LA-DEMI-LUNE,GRAND LYON,GRAND LYON,R. Audras/ Ch. du Gouttet,Place de Tassin,Existant,Poche de stationnement,En surface,0,2.0,17,1,6,0,0,Libre,Commerciale,Payant,Marché,5,316,pvo_patrimoine_voirie.pvoparking.316,4.757804,45.76087999905714
Beaux ombrages,TASSIN-LA-DEMI-LUNE,GRAND LYON,GRAND LYON,Rue du Professeur Deperet,Rue du Professeur Deperet,Existant,Poche de stationnement,En surface,0,2.0,17,0,10,0,0,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,58,pvo_patrimoine_voirie.pvoparking.58,4.760469,45.76067299905713
