nom,commune,proprietaire,gestionnaire,voieentree,voiesortie,avancement,typeparking,situation,parkingtempsreel,gabarit,capacite,capacite2rm,capacitevelo,capaciteautopartage,capacitepmr,usage,vocation,reglementation,fermeture,codetype,gid,gml_id,longitude,latitude
Poumeyrol Est,CALUIRE-ET-CUIRE,GRAND LYON,GRAND LYON,Avenue de Poumeyrol,Avenue de Poumeyrol,Existant,Poche de stationnement,En surface,0,1.9,110,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,647,pvo_patrimoine_voirie.pvoparking.647,4.861614,45.78928799905717
Edouard Herriot,CALUIRE-ET-CUIRE,GRAND LYON,GRAND LYON,Rue Auguste Lumière,Rue Auguste Lumière,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,648,pvo_patrimoine_voirie.pvoparking.648,4.838571,45.79330099905717
Barthélémy Thimonnier,CALUIRE-ET-CUIRE,COMMUNE,COMMUNE,Avenue Barthélémy Thimonnier,Avenue Barthélémy Thimonnier,Existant,Poche de stationnement,En surface,0,1.9,55,0,0,0,3,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,649,pvo_patrimoine_voirie.pvoparking.649,4.864671,45.80430099905719
Vassieux Strasbourg,CALUIRE-ET-CUIRE,GRAND LYON,GRAND LYON,Route de Strasbourg,Route de Strasbourg,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,650,pvo_patrimoine_voirie.pvoparking.650,4.864736,45.791728999057156
Poste 1,CALUIRE-ET-CUIRE,COMMUNE,COMMUNE,Rue Berthelot,Rue Berthelot,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,1,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,651,pvo_patrimoine_voirie.pvoparking.651,4.845547,45.79771199905717
Poste 2,CALUIRE-ET-CUIRE,GRAND LYON,GRAND LYON,Rue Jean Moulin,Rue Jean Moulin,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,2,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,652,pvo_patrimoine_voirie.pvoparking.652,4.843994,45.79746999905717
Maison des Hauts de Cuire,CALUIRE-ET-CUIRE,COMMUNE,COMMUNE,Rue Coste,Rue Coste,Existant,Poche de stationnement,En surface,0,2.0,17,0,0,0,1,Horaire,Commerciale,Payant,Ouvert 24h/24h,5,653,pvo_patrimoine_voirie.pvoparking.653,4.83313,45.78452299905716
Etienne Dolet,CORBAS,GRAND LYON,GRAND LYON,Passage Etienne Dolet,Passage Etienne Dolet,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,271,pvo_patrimoine_voirie.pvoparking.271,4.89877,45.67059999905705
Square du Midi,CORBAS,GRAND LYON,GRAND LYON,Rue du Midi,Rue du Midi,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,273,pvo_patrimoine_voirie.pvoparking.273,4.894553,45.66173199905706
Gendarmerie,CORBAS,COMMUNE,COMMUNE,Rue de l'Aviation,Rue de l'Aviation,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,275,pvo_patrimoine_voirie.pvoparking.275,4.903831,45.66669899905706
Cimetière,CORBAS,GRAND LYON,GRAND LYON,Rue du Champ Blanc,Rue du Champ Blanc,Existant,Poche de stationnement,En surface,0,2.0,17,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,279,pvo_patrimoine_voirie.pvoparking.279,4.899418,45.67540299905707
Rue des Frênes,CORBAS,GRAND LYON,GRAND LYON,Rue des Frênes,Rue des Frênes,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,283,pvo_patrimoine_voirie.pvoparking.283,4.89453,45.66494299905706
Route de Lyon,CORBAS,GRAND LYON,GRAND LYON,Route de Lyon,Route de Lyon,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,284,pvo_patrimoine_voirie.pvoparking.284,4.894827,45.679367999057064
Frère Lumière,CORBAS,GRAND LYON,GRAND LYON,Rue des Frères Lumière,Rue des Frères Lumière,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,286,pvo_patrimoine_voirie.pvoparking.286,4.897487,45.664988999057044
Frère Lumière,CORBAS,GRAND LYON,GRAND LYON,Rue des Frères Lumière,Rue des Frères Lumière,Existant,Poche de stationnement,En surface,0,2.0,50,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,287,pvo_patrimoine_voirie.pvoparking.287,4.898778,45.66391699905705
Centre culturel Le Polaris,CORBAS,COMMUNE,COMMUNE,Avenue de Corbetta,Avenue de Corbetta,Existant,Poche de stationnement,En surface,0,2.0,41,0,6,0,5,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,660,pvo_patrimoine_voirie.pvoparking.660,4.897404,45.669500999057064
Gymnase Jean Falcot,CORBAS,COMMUNE,COMMUNE,Boulevard Jean Mermoz,Boulevard Jean Mermoz,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,654,pvo_patrimoine_voirie.pvoparking.654,4.900927,45.655584999057055
Funérarium,CORBAS,COMMUNE,COMMUNE,Rue du Dauphiné,Rue du Dauphiné,Existant,Aire de covoiturage,En surface,0,2.0,30,0,5,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,435,pvo_patrimoine_voirie.pvoparking.435,4.899783,45.67657199905707
Groupe scolaire Jacques Prévert,CORBAS,COMMUNE,COMMUNE,Rue des Lilas,Rue des Lilas,Existant,Poche de stationnement,En surface,0,2.1,66,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,655,pvo_patrimoine_voirie.pvoparking.655,4.898029,45.66382899905704
Gymnase Jean Jaurès P1,CORBAS,COMMUNE,COMMUNE,Chemin de Grange Blanche,Chemin de Grange Blanche,Existant,Poche de stationnement,En surface,0,2.0,36,0,0,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,656,pvo_patrimoine_voirie.pvoparking.656,4.903199,45.664874999057055
Gymnase Jean Jaurès P2,CORBAS,COMMUNE,COMMUNE,Rue Auguste Renoir,Rue Auguste Renoir,Existant,Poche de stationnement,En surface,0,2.0,31,0,4,0,2,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,661,pvo_patrimoine_voirie.pvoparking.661,4.901649,45.66581899905706
ZI Montmartin P1,CORBAS,GRAND LYON,GRAND LYON,Rue de la Chartreuse,Rue de la Chartreuse,Existant,Poche de stationnement,En surface,0,2.0,52,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,657,pvo_patrimoine_voirie.pvoparking.657,4.919233,45.67487099905707
ZI Montmartin P2,CORBAS,GRAND LYON,GRAND LYON,Rue Chartreuse/R. Mt Blanc,Rue Chartreuse/R. Mt Blanc,Existant,Poche de stationnement,En surface,0,2.0,51,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,658,pvo_patrimoine_voirie.pvoparking.658,4.920139,45.67479499905707
Complexe sportif des Taillis Tennis Club,CORBAS,GRAND LYON,GRAND LYON,Chemin du Velin,Chemin du Velin,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,659,pvo_patrimoine_voirie.pvoparking.659,4.912556,45.66482099905706
Ecole des Noyeraies,DARDILLY,COMMUNE,COMMUNE,Chemin de la Liasse,Chemin de la Liasse,Existant,Poche de stationnement,En surface,0,2.0,18,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,224,pvo_patrimoine_voirie.pvoparking.224,4.75266,45.80831399905719
Le Bol d'Air,DARDILLY,COMMUNE,COMMUNE,Chemin des Ecoliers,Chemin des Ecoliers,Existant,Poche de stationnement,En surface,0,2.0,26,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,225,pvo_patrimoine_voirie.pvoparking.225,4.75326,45.80722699905717
La Rochelière,DARDILLY,COMMUNE,COMMUNE,Rue de la Mairie,Rue de la Mairie,Existant,Poche de stationnement,En surface,0,2.0,48,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,227,pvo_patrimoine_voirie.pvoparking.227,4.753596,45.80596999905719
Placette du Charron,DARDILLY,COMMUNE,COMMUNE,Rue de la Poste,Rue de la Poste,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,228,pvo_patrimoine_voirie.pvoparking.228,4.75263,45.80599999905718
Le Juvenat,DARDILLY,GRAND LYON,GRAND LYON,Route d'Ecully,Chemin des Trois Noyers,Existant,Poche de stationnement,En surface,0,2.0,31,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,229,pvo_patrimoine_voirie.pvoparking.229,4.755142,45.80411299905718
Gendarmerie,DARDILLY,GRAND LYON,GRAND LYON,Avenue de Verdun,Avenue de Verdun,Existant,Poche de stationnement,En surface,0,2.0,5,0,3,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,1,pvo_patrimoine_voirie.pvoparking.1,4.75094,45.81385699905718
Le Barriot,DARDILLY,GRAND LYON,GRAND LYON,Avenue de Verdun,Avenue de Verdun,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,2,pvo_patrimoine_voirie.pvoparking.2,4.750611,45.817903999057194
Boulodrome du Paillet,DARDILLY,COMMUNE,COMMUNE,Chemin du Bois Ragot,Chemin du Bois Ragot,Existant,Poche de stationnement,En surface,0,1.9,27,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,4,pvo_patrimoine_voirie.pvoparking.4,4.748538,45.823677999057196
Stade Moulin Carron,DARDILLY,COMMUNE,COMMUNE,Chemin des Peupliers,Chemin des Peupliers,Existant,Poche de stationnement,En surface,0,2.0,40,3,2,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,5,pvo_patrimoine_voirie.pvoparking.5,4.758153,45.81379299905719
Fort du Paillet,DARDILLY,COMMUNE,COMMUNE,Chemin du Fort,Chemin du Fort,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,6,pvo_patrimoine_voirie.pvoparking.6,4.748127,45.8245229990572
Place Porte de Lyon,DARDILLY,GRAND LYON,GRAND LYON,Avenue du Camping Internationa,Avenue du Camping Internationa,Existant,Poche de stationnement,En surface,0,2.0,90,2,5,0,3,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,7,pvo_patrimoine_voirie.pvoparking.7,4.760835,45.8204459990572
Lycée Rabelais/Gymnase Guillaud,DARDILLY,GRAND LYON,GRAND LYON,Chemin du Dodin,Chemin du Dodin,Existant,Poche de stationnement,En surface,0,2.0,38,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,9,pvo_patrimoine_voirie.pvoparking.9,4.761184,45.8180259990572
La Beffe,DARDILLY,COMMUNE,COMMUNE,Chemin de la Beffe,Chemin de la Beffe,Existant,Poche de stationnement,En surface,0,2.0,55,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,350,pvo_patrimoine_voirie.pvoparking.350,4.730098,45.80284899905719
Espace Albert Camus,BRON,GRAND LYON,GRAND LYON,Rue Albert Camus,Rue Albert Camus,Existant,Aire de covoiturage,En surface,0,2.0,128,0,0,0,8,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,6,259,pvo_patrimoine_voirie.pvoparking.259,4.919931,45.726804999057116
Square Grimaud,BRON,COMMUNE,COMMUNE,Rue Roger Salengro,Rue Roger Salengro,Existant,Poche de stationnement,En surface,0,2.0,28,0,0,0,4,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,64,pvo_patrimoine_voirie.pvoparking.64,4.90881,45.73222699905711
Raphaël de Barros,VILLEURBANNE,COMMUNE,COMMUNE,Rue P. Lenoir/Rue A. France,Rue P. Lenoir/Rue A. France,Existant,Poche de stationnement,En surface,0,2.0,190,0,0,0,4,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,497,pvo_patrimoine_voirie.pvoparking.497,4.887918,45.769484999057156
Place Jean Moulin,BRON,GRAND LYON,GRAND LYON,Rue Louis Pergaud,Rue de Lessivas,Existant,Poche de stationnement,En surface,0,2.0,100,0,4,0,0,Horaire,Mixte,Gratuit,Ouvert 24h/24h,5,65,pvo_patrimoine_voirie.pvoparking.65,4.919371,45.742530999057124
Parking Université,BRON,ETAT,ETAT,Avenue de l'Europe,Avenue de l'Europe,Existant,Poche de stationnement,En surface,0,2.0,300,0,0,0,15,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,68,pvo_patrimoine_voirie.pvoparking.68,4.916019,45.7203579990571
Léon Chomel,VILLEURBANNE,COMMUNE/GRAND LYON,GRAND LYON,Rue Léon Chomel,Rue Léon Chomel,Existant,Poche de stationnement,En surface,0,2.0,90,0,0,0,1,Libre,Mixte,Payant,Ouvert 24h/24h,5,498,pvo_patrimoine_voirie.pvoparking.498,4.879551,45.77115999905715
Salle des Gratte-Ciel,VILLEURBANNE,GRAND LYON,GRAND LYON,Rue Francis de Pressensé,Rue Francis de Pressensé,Existant,Poche de stationnement,En surface,0,2.0,80,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,499,pvo_patrimoine_voirie.pvoparking.499,4.876532,45.771889999057144
Angle Paul Bert/Jean Jaurès,DECINES-CHARPIEU,GRAND LYON,GRAND LYON,Rue Paul Bert,Rue Paul Bert,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,517,pvo_patrimoine_voirie.pvoparking.517,4.950589,45.76955599905715
Parking provisoire Marcel Paul,VENISSIEUX,COMMUNE,COMMUNE,Avenue Marcel Paul,Avenue Marcel Paul,Existant,Poche de stationnement,En surface,0,2.0,60,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,495,pvo_patrimoine_voirie.pvoparking.495,4.881989,45.69884099905708
Paul Barbusse,VENISSIEUX,GRAND LYON,GRAND LYON,Avenue Marcel Paul,Avenue Marcel Paul,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,2,Libre,Mixte,Gratuit,Marché,5,39,pvo_patrimoine_voirie.pvoparking.39,4.882032,45.699475999057086
Les Serres,VENISSIEUX,GRAND LYON,GRAND LYON,Avenue Marcel Paul,Avenue Marcel Paul,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,2,Libre,Commerciale,Zone bleue,Ouvert 24h/24h,5,70,pvo_patrimoine_voirie.pvoparking.70,4.881305,45.70033999905709
Balmes/Deschamps,VENISSIEUX,GRAND LYON,GRAND LYON,Rue Joseph Deschamps,Rue Joseph Deschamps,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,41,pvo_patrimoine_voirie.pvoparking.41,4.892595,45.723743999057106
Ennemond Romand,VENISSIEUX,GRAND LYON,GRAND LYON,Rue du Professeur Roux,Rue Ernest Renan,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Mixte,Gratuit,Marché,5,281,pvo_patrimoine_voirie.pvoparking.281,4.858392,45.7249889990571
Médiathèque,VENISSIEUX,COMMUNE,COMMUNE,Rue Gambetta,Rue Gambetta,Existant,Poche de stationnement,En surface,0,2.0,43,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,272,pvo_patrimoine_voirie.pvoparking.272,4.883917,45.695822999057086
Parking provisoire Houel/Ferry,VENISSIEUX,COMMUNE,COMMUNE,Rue Jules Ferry,Rue Jules Ferry,Existant,Poche de stationnement,En surface,0,2.0,95,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,274,pvo_patrimoine_voirie.pvoparking.274,4.886525,45.69656999905709
Docteur Coblod,VENISSIEUX,GRAND LYON,GRAND LYON,Boulevard du Docteur Coblod,Boulevard du Docteur Coblod,Existant,Poche de stationnement,En surface,0,2.0,45,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,276,pvo_patrimoine_voirie.pvoparking.276,4.896913,45.69652799905709
La Pestorale,VENISSIEUX,GRAND LYON,GRAND LYON,Route de Corbas,Route de Corbas,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,278,pvo_patrimoine_voirie.pvoparking.278,4.889968,45.69396099905708
Ecole du Centre,VENISSIEUX,GRAND LYON,GRAND LYON,Boulevard Laurent Gérin,Boulevard Laurent Gérin,Existant,Poche de stationnement,En surface,0,2.0,32,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,282,pvo_patrimoine_voirie.pvoparking.282,4.882912,45.70317299905709
Place de l'Eglise,POLEYMIEUX-AU-MONT-D'OR,COMMUNE,COMMUNE,Chemin de Nerbey,Chemin de Nerbey,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,290,pvo_patrimoine_voirie.pvoparking.290,4.802569,45.857490999057234
Place de la Mairie,POLEYMIEUX-AU-MONT-D'OR,COMMUNE,COMMUNE,Route de la Rivière,Route de la Rivière,Existant,Poche de stationnement,En surface,0,2.0,8,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,295,pvo_patrimoine_voirie.pvoparking.295,4.800389,45.856285999057235
Musée Ampère,POLEYMIEUX-AU-MONT-D'OR,COMMUNE,COMMUNE,Route d'Ampère,Route d'Ampère,Existant,Poche de stationnement,En surface,0,2.0,20,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,292,pvo_patrimoine_voirie.pvoparking.292,4.799502,45.853918999057235
Combes et Feyssolières,POLEYMIEUX-AU-MONT-D'OR,COMMUNE,COMMUNE,Ch. des Combes et Feyssolières,Ch. des Combes et Feyssolières,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,293,pvo_patrimoine_voirie.pvoparking.293,4.799849,45.86192799905724
Ecole,POLEYMIEUX-AU-MONT-D'OR,COMMUNE,COMMUNE,Route de la Rivière,Route de la Rivière,Existant,Poche de stationnement,En surface,0,2.0,28,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,297,pvo_patrimoine_voirie.pvoparking.297,4.800672,45.85612199905723
Garderie,POLEYMIEUX-AU-MONT-D'OR,COMMUNE,COMMUNE,Route de la Rivière,Route de la Rivière,Existant,Poche de stationnement,En surface,0,2.0,5,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,493,pvo_patrimoine_voirie.pvoparking.493,4.800656,45.85585099905723
Antoine Billon,VENISSIEUX,GRAND LYON,GRAND LYON,Rue Antoine Billon,Rue Antoine Billon,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,494,pvo_patrimoine_voirie.pvoparking.494,4.881846,45.69824599905708
Marcel Paul Ouest,VENISSIEUX,GRAND LYON,GRAND LYON,Avenue Marcel Paul,Avenue Marcel Paul,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,69,pvo_patrimoine_voirie.pvoparking.69,4.882203,45.69888299905708
Rue du Musée,ROCHETAILLEE-SUR-SAONE,COMMUNE,COMMUNE,Rue du Musée,Rue du Musée,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,71,pvo_patrimoine_voirie.pvoparking.71,4.836049,45.84115699905721
Bords de Saône,ROCHETAILLEE-SUR-SAONE,VNF,COMMUNE,Chemin de la Plage,Chemin de la Plage,En travaux,Poche de stationnement,En surface,0,2.0,40,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,753,pvo_patrimoine_voirie.pvoparking.753,4.833683,45.83829799905722
Cimetière,ROCHETAILLEE-SUR-SAONE,COMMUNE,COMMUNE,Chemin de l'Epine,Chemin de l'Epine,Existant,Poche de stationnement,En surface,0,2.0,15,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,73,pvo_patrimoine_voirie.pvoparking.73,4.841529,45.8409899990572
Mardoré,ROCHETAILLEE-SUR-SAONE,GRAND LYON,GRAND LYON,Rue Mardoré,Rue Mardoré,Existant,Poche de stationnement,En surface,0,2.0,3,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,74,pvo_patrimoine_voirie.pvoparking.74,4.835461,45.842702999057224
Guinguettes,ROCHETAILLEE-SUR-SAONE,COMMUNE,COMMUNE,Chemin de la Plage,Chemin de la Plage,En travaux,Poche de stationnement,En surface,0,2.0,85,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,75,pvo_patrimoine_voirie.pvoparking.75,4.835575,45.836268999057204
Place du Marché,ROCHETAILLEE-SUR-SAONE,GRAND LYON,GRAND LYON,Chemin du Train Bleu,Chemin du Train Bleu,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,77,pvo_patrimoine_voirie.pvoparking.77,4.834158,45.84031899905722
Place Ringsheim,ALBIGNY-SUR-SAONE,COMMUNE,COMMUNE,Chemin du Trou à Chat,Chemin du Trou à Chat,Existant,Poche de stationnement,En surface,0,2.0,23,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,66,pvo_patrimoine_voirie.pvoparking.66,4.833015,45.867597999057246
Roses Tremières,CHASSIEU,COMMUNE,COMMUNE,Rue des Sports,Rue des Sports,Existant,Poche de stationnement,En surface,0,2.0,46,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,13,pvo_patrimoine_voirie.pvoparking.13,4.970615,45.74210999905712
Jardin chemin de l'allée,CHASSIEU,GRAND LYON,GRAND LYON,Boulevard Kaufman,Boulevard Kaufman,Existant,Poche de stationnement,En surface,0,2.0,24,0,0,0,0,Libre,Commerciale,Gratuit,Ouvert 24h/24h,5,15,pvo_patrimoine_voirie.pvoparking.15,4.955348,45.739449999057115
Espace Joly,CHASSIEU,GRAND LYON,GRAND LYON,Route de Genas,Route de Genas,Existant,Aire de covoiturage,En surface,0,2.0,32,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,6,16,pvo_patrimoine_voirie.pvoparking.16,4.970209,45.73802399905712
Mairie,GRIGNY,GRAND LYON,GRAND LYON,Avenue Jean Estragnat,Avenue Jean Estragnat,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,20,pvo_patrimoine_voirie.pvoparking.20,4.789113,45.60848499905701
Collège Emile Malfroy,GRIGNY,GRAND LYON,GRAND LYON,Rue de la République,Rue de la République,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,23,pvo_patrimoine_voirie.pvoparking.23,4.786837,45.607406999057005
Edouard Brenot,GRIGNY,GRAND LYON,GRAND LYON,Rue Gilbert Bernard,Rue Gilbert Bernard,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,1,Libre,Evènementielle,Gratuit,Ouvert 24h/24h,5,33,pvo_patrimoine_voirie.pvoparking.33,4.787772,45.60642599905701
Estragnat,GRIGNY,GRAND LYON,GRAND LYON,Avenue Jean Estragnat,Avenue Jean Estragnat,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,36,pvo_patrimoine_voirie.pvoparking.36,4.788384,45.607788999057
Edmond Chervet,GRIGNY,GRAND LYON,GRAND LYON,Rue Jean Durand,Rue Jean Durand,Existant,Poche de stationnement,En surface,0,2.0,17,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,25,pvo_patrimoine_voirie.pvoparking.25,4.787265,45.60760499905701
Parking supérieur de la M@ison de la formation,GRIGNY,PRIVE,PRIVE,Rue Marcel Paul,Rue Marcel Paul,Existant,Poche de stationnement,En surface,0,2.0,35,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,37,pvo_patrimoine_voirie.pvoparking.37,4.780351,45.608764999057016
Parking inférieur de la M@ison de la formation,GRIGNY,PRIVE,PRIVE,Rue des Arrondières,Rue des Arrondières,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,38,pvo_patrimoine_voirie.pvoparking.38,4.779577,45.60876599905701
Berthelot,GRIGNY,GRAND LYON,GRAND LYON,Avenue Berthelot,Avenue Berthelot,Existant,Poche de stationnement,En surface,0,2.0,25,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,437,pvo_patrimoine_voirie.pvoparking.437,4.782054,45.597519999057
Place Henri Barbusse,GRIGNY,GRAND LYON,GRAND LYON,Rue du 11 Novembre,Rue du 11 Novembre,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,2,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,438,pvo_patrimoine_voirie.pvoparking.438,4.791498,45.60853199905701
Ecole Roger Tissot,GRIGNY,GRAND LYON,GRAND LYON,Rue de Bouteiller,Rue de Bouteiller,Existant,Poche de stationnement,En surface,0,2.0,16,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,439,pvo_patrimoine_voirie.pvoparking.439,4.792055,45.60834299905701
Guy Raffin,GRIGNY,GRAND LYON,GRAND LYON,Rue Guy Raffin,Rue Guy Raffin,Existant,Poche de stationnement,En surface,0,2.0,14,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,440,pvo_patrimoine_voirie.pvoparking.440,4.787876,45.60863299905701
Stade Jean Zay,GRIGNY,GRAND LYON,GRAND LYON,Avenue Jean Durand,Avenue Jean Durand,Existant,Poche de stationnement,En surface,0,2.0,10,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,441,pvo_patrimoine_voirie.pvoparking.441,4.786545,45.608842999057025
Espace Michel Favier,GRIGNY,GRAND LYON,GRAND LYON,Rue de la République,Rue de la République,Existant,Poche de stationnement,En surface,0,2.0,6,0,0,0,0,Libre,Résidentielle,Gratuit,Ouvert 24h/24h,5,442,pvo_patrimoine_voirie.pvoparking.442,4.784051,45.60748999905701
Eglise,FRANCHEVILLE,COMMUNE,COMMUNE,Rue de la Mairie,Rue de la Mairie,Existant,Poche de stationnement,En surface,0,2.0,12,0,0,0,1,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,445,pvo_patrimoine_voirie.pvoparking.445,4.764669,45.738545999057116
Libération,GRIGNY,GRAND LYON,GRAND LYON,Av. Estragnat/Rue Sabatier,Av. Estragnat/Rue Sabatier,Existant,Poche de stationnement,En surface,0,2.0,30,0,0,0,0,Libre,Mixte,Gratuit,Ouvert 24h/24h,5,443,pvo_patrimoine_voirie.pvoparking.443,4.789679,45.60949599905702
